scientific,common,order,family,tol_name,tol_how,birdnet_label,birdnet_how
Anas undulata,Yellow-billed Duck,Anseriformes,Anatidae,Anas undulata,exact,Anas undulata_Yellow-billed Duck,exact
Anas luzonica,Philippine Duck,Anseriformes,Anatidae,Anas luzonica,exact,Anas luzonica_Philippine Duck,exact
Anas superciliosa,Pacific Black Duck,Anseriformes,Anatidae,Anas superciliosa,exact,Anas superciliosa_Pacific Black Duck,exact
Anas wyvilliana,Hawaiian Duck,Anseriformes,Anatidae,Anas wyvilliana,exact,Anas wyvilliana_Hawaiian Duck,exact
Anas laysanensis,Laysan Duck,Anseriformes,Anatidae,Anas laysanensis,exact,,none
Anas zonorhyncha,Eastern Spot-billed Duck,Anseriformes,Anatidae,Anas zonorhyncha,exact,Anas zonorhyncha_Eastern Spot-billed Duck,exact
Anas poecilorhyncha,Indian Spot-billed Duck,Anseriformes,Anatidae,Anas poecilorhyncha,exact,Anas poecilorhyncha_Indian Spot-billed Duck,exact
Anas platyrhynchos,Mallard,Anseriformes,Anatidae,Anas platyrhynchos,exact,Anas platyrhynchos_Mallard,exact
Anas diazi,Mexican Duck,Anseriformes,Anatidae,Anas diazi,exact,Anas diazi_Mexican Duck,exact
Anas rubripes,American Black Duck,Anseriformes,Anatidae,Anas rubripes,exact,Anas rubripes_American Black Duck,exact
Anas fulvigula,Mottled Duck,Anseriformes,Anatidae,Anas fulvigula,exact,Anas fulvigula_Mottled Duck,exact
Anas capensis,Cape Teal,Anseriformes,Anatidae,Anas capensis,exact,Anas capensis_Cape Teal,exact
Anas bahamensis,White-cheeked Pintail,Anseriformes,Anatidae,Anas bahamensis,exact,Anas bahamensis_White-cheeked Pintail,exact
Anas erythrorhyncha,Red-billed Teal,Anseriformes,Anatidae,Anas erythrorhyncha,exact,Anas erythrorhyncha_Red-billed Teal,exact
Anas georgica,Yellow-billed Pintail,Anseriformes,Anatidae,Anas georgica,exact,Anas georgica_Yellow-billed Pintail,exact
Anas acuta,Northern Pintail,Anseriformes,Anatidae,Anas acuta,exact,Anas acuta_Northern Pintail,exact
Anas eatoni,Eaton's Pintail,Anseriformes,Anatidae,Anas eatoni,exact,Anas eatoni_Eaton's Pintail,exact
Anas crecca,Green-winged Teal,Anseriformes,Anatidae,Anas crecca,exact,Anas crecca_Green-winged Teal,exact
Anas flavirostris,Yellow-billed Teal,Anseriformes,Anatidae,Anas flavirostris,exact,Anas flavirostris_Yellow-billed Teal,exact
Anas andium,Andean Teal,Anseriformes,Anatidae,Anas andium,exact,Anas andium_Andean Teal,exact
Anas gibberifrons,Sunda Teal,Anseriformes,Anatidae,Anas gibberifrons,exact,Anas gibberifrons_Sunda Teal,exact
Anas albogularis,Andaman Teal,Anseriformes,Anatidae,Anas albogularis,exact,Anas albogularis_Andaman Teal,exact
Anas castanea,Chestnut Teal,Anseriformes,Anatidae,Anas castanea,exact,Anas castanea_Chestnut Teal,exact
Anas gracilis,Grey Teal,Anseriformes,Anatidae,Anas gracilis,exact,Anas gracilis_Grey Teal,exact
Anas bernieri,Bernier's Teal,Anseriformes,Anatidae,Anas bernieri,exact,Anas bernieri_Bernier's Teal,exact
Anas theodori,Mascarene Teal,Anseriformes,Anatidae,,none,,none
Anas chlorotis,Brown Teal,Anseriformes,Anatidae,Anas chlorotis,exact,Anas chlorotis_Brown Teal,exact
Anas aucklandica,Auckland Teal,Anseriformes,Anatidae,Anas aucklandica,exact,Anas aucklandica_Auckland Teal,exact
Anas nesiotis,Campbell Teal,Anseriformes,Anatidae,Anas nesiotis,exact,,none
Leipoa ocellata,Malleefowl,Galliformes,Megapodiidae,Leipoa ocellata,exact,Leipoa ocellata_Malleefowl,exact
Talegalla cuvieri,Red-billed Brushturkey,Galliformes,Megapodiidae,,none,Talegalla cuvieri_Red-billed Brushturkey,exact
Talegalla fuscirostris,Black-billed Brushturkey,Galliformes,Megapodiidae,Talegalla fuscirostris,exact,Talegalla fuscirostris_Black-billed Brushturkey,exact
Talegalla jobiensis,Collared Brushturkey,Galliformes,Megapodiidae,Talegalla jobiensis,exact,Talegalla jobiensis_Collared Brushturkey,exact
Alectura lathami,Australian Brushturkey,Galliformes,Megapodiidae,Alectura lathami,exact,Alectura lathami_Australian Brushturkey,exact
Aepypodius bruijnii,Waigeo Brushturkey,Galliformes,Megapodiidae,Aepypodius bruijnii,exact,,none
Aepypodius arfakianus,Wattled Brushturkey,Galliformes,Megapodiidae,Aepypodius arfakianus,exact,Aepypodius arfakianus_Wattled Brushturkey,exact
Macrocephalon maleo,Maleo,Galliformes,Megapodiidae,Macrocephalon maleo,exact,Macrocephalon maleo_Maleo,exact
Eulipoa wallacei,Moluccan Megapode,Galliformes,Megapodiidae,Eulipoa wallacei,exact,Eulipoa wallacei_Moluccan Megapode,exact
Megapodius pritchardii,Tongan Megapode,Galliformes,Megapodiidae,Megapodius pritchardii,exact,,none
Megapodius laperouse,Micronesian Megapode,Galliformes,Megapodiidae,Megapodius laperouse,exact,Megapodius laperouse_Micronesian Megapode,exact
Megapodius nicobariensis,Nicobar Megapode,Galliformes,Megapodiidae,Megapodius nicobariensis,exact,Megapodius nicobariensis_Nicobar Megapode,exact
Megapodius cumingii,Philippine Megapode,Galliformes,Megapodiidae,Megapodius cumingii,exact,Megapodius cumingii_Philippine Megapode,exact
Megapodius bernsteinii,Sula Megapode,Galliformes,Megapodiidae,Megapodius bernsteinii,exact,Megapodius bernsteinii_Sula Megapode,exact
Megapodius tenimberensis,Tanimbar Megapode,Galliformes,Megapodiidae,Megapodius tenimberensis,exact,,none
Megapodius freycinet,Dusky Megapode,Galliformes,Megapodiidae,Megapodius freycinet,exact,Megapodius freycinet_Dusky Megapode,exact
Megapodius geelvinkianus,Biak Scrubfowl,Galliformes,Megapodiidae,Megapodius geelvinkianus,exact,Megapodius geelvinkianus_Biak Scrubfowl,exact
Megapodius eremita,Melanesian Megapode,Galliformes,Megapodiidae,Megapodius eremita,exact,Megapodius eremita_Melanesian Megapode,exact
Megapodius layardi,Vanuatu Megapode,Galliformes,Megapodiidae,Megapodius layardi,exact,Megapodius layardi_Vanuatu Megapode,exact
Megapodius decollatus,New Guinea Scrubfowl,Galliformes,Megapodiidae,Megapodius decollatus,exact,Megapodius decollatus_New Guinea Scrubfowl,exact
Megapodius reinwardt,Orange-footed Scrubfowl,Galliformes,Megapodiidae,Megapodius reinwardt,exact,Megapodius reinwardt_Orange-footed Scrubfowl,exact
Penelopina nigra,Highland Guan,Galliformes,Cracidae,Penelopina nigra,exact,Penelopina nigra_Highland Guan,exact
Chamaepetes unicolor,Black Guan,Galliformes,Cracidae,Chamaepetes unicolor,exact,Chamaepetes unicolor_Black Guan,exact
Chamaepetes goudotii,Sickle-winged Guan,Galliformes,Cracidae,Chamaepetes goudotii,exact,Chamaepetes goudotii_Sickle-winged Guan,exact
Aburria aburri,Wattled Guan,Galliformes,Cracidae,Aburria aburri,exact,Aburria aburri_Wattled Guan,exact
Pipile pipile,Trinidad Piping Guan,Galliformes,Cracidae,Pipile pipile,exact,Pipile pipile_Trinidad Piping Guan,exact
Pipile cumanensis,Blue-throated Piping Guan,Galliformes,Cracidae,Pipile cumanensis,exact,Pipile cumanensis_Blue-throated Piping Guan,exact
Pipile grayi,White-throated Piping Guan,Galliformes,Cracidae,,none,Pipile grayi_White-throated Piping Guan,exact
Pipile cujubi,Red-throated Piping Guan,Galliformes,Cracidae,Pipile cujubi,exact,Pipile cujubi_Red-throated Piping Guan,exact
Pipile jacutinga,Black-fronted Piping Guan,Galliformes,Cracidae,Pipile jacutinga,exact,Pipile jacutinga_Black-fronted Piping Guan,exact
Penelope argyrotis,Band-tailed Guan,Galliformes,Cracidae,Penelope argyrotis,exact,Penelope argyrotis_Band-tailed Guan,exact
Penelope barbata,Bearded Guan,Galliformes,Cracidae,Penelope barbata,exact,Penelope barbata_Bearded Guan,exact
Penelope ortoni,Baudo Guan,Galliformes,Cracidae,Penelope ortoni,exact,Penelope ortoni_Baudo Guan,exact
Penelope montagnii,Andean Guan,Galliformes,Cracidae,Penelope montagnii,exact,Penelope montagnii_Andean Guan,exact
Penelope marail,Marail Guan,Galliformes,Cracidae,Penelope marail,exact,Penelope marail_Marail Guan,exact
Penelope superciliaris,Rusty-margined Guan,Galliformes,Cracidae,Penelope superciliaris,exact,Penelope superciliaris_Rusty-margined Guan,exact
Penelope dabbenei,Red-faced Guan,Galliformes,Cracidae,Penelope dabbenei,exact,Penelope dabbenei_Red-faced Guan,exact
Penelope jacquacu,Spix's Guan,Galliformes,Cracidae,Penelope jacquacu,exact,Penelope jacquacu_Spix's Guan,exact
Penelope purpurascens,Crested Guan,Galliformes,Cracidae,Penelope purpurascens,exact,Penelope purpurascens_Crested Guan,exact
Penelope perspicax,Cauca Guan,Galliformes,Cracidae,Penelope perspicax,exact,Penelope perspicax_Cauca Guan,exact
Penelope albipennis,White-winged Guan,Galliformes,Cracidae,Penelope albipennis,exact,Penelope albipennis_White-winged Guan,exact
Penelope obscura,Dusky-legged Guan,Galliformes,Cracidae,Penelope obscura,exact,Penelope obscura_Dusky-legged Guan,exact
Penelope bridgesi,Yungas Guan,Galliformes,Cracidae,Penelope bridgesi,exact,Penelope bridgesi_Yungas Guan,exact
Penelope pileata,White-crested Guan,Galliformes,Cracidae,Penelope pileata,exact,Penelope pileata_White-crested Guan,exact
Penelope ochrogaster,Chestnut-bellied Guan,Galliformes,Cracidae,Penelope ochrogaster,exact,Penelope ochrogaster_Chestnut-bellied Guan,exact
Penelope jacucaca,White-browed Guan,Galliformes,Cracidae,Penelope jacucaca,exact,Penelope jacucaca_White-browed Guan,exact
Oreophasis derbianus,Horned Guan,Galliformes,Cracidae,Oreophasis derbianus,exact,Oreophasis derbianus_Horned Guan,exact
Crax rubra,Great Curassow,Galliformes,Cracidae,Crax rubra,exact,Crax rubra_Great Curassow,exact
Crax alberti,Blue-billed Curassow,Galliformes,Cracidae,Crax alberti,exact,Crax alberti_Blue-billed Curassow,exact
Crax daubentoni,Yellow-knobbed Curassow,Galliformes,Cracidae,Crax daubentoni,exact,Crax daubentoni_Yellow-knobbed Curassow,exact
Crax alector,Black Curassow,Galliformes,Cracidae,Crax alector,exact,Crax alector_Black Curassow,exact
Crax globulosa,Wattled Curassow,Galliformes,Cracidae,Crax globulosa,exact,Crax globulosa_Wattled Curassow,exact
Crax fasciolata,Bare-faced Curassow,Galliformes,Cracidae,Crax fasciolata,exact,Crax fasciolata_Bare-faced Curassow,exact
Crax blumenbachii,Red-billed Curassow,Galliformes,Cracidae,Crax blumenbachii,exact,Crax blumenbachii_Red-billed Curassow,exact
Pauxi pauxi,Helmeted Curassow,Galliformes,Cracidae,Pauxi pauxi,exact,Pauxi pauxi_Helmeted Curassow,exact
Pauxi koepckeae,Sira Curassow,Galliformes,Cracidae,,none,,none
Pauxi unicornis,Horned Curassow,Galliformes,Cracidae,Pauxi unicornis,exact,Pauxi unicornis_Horned Curassow,exact
Nothocrax urumutum,Nocturnal Curassow,Galliformes,Cracidae,Nothocrax urumutum,exact,Nothocrax urumutum_Nocturnal Curassow,exact
Mitu tomentosum,Crestless Curassow,Galliformes,Cracidae,Mitu tomentosum,exact,Mitu tomentosum_Crestless Curassow,exact
Mitu salvini,Salvin's Curassow,Galliformes,Cracidae,Mitu salvini,exact,Mitu salvini_Salvin's Curassow,exact
Mitu tuberosum,Razor-billed Curassow,Galliformes,Cracidae,Mitu tuberosum,exact,Mitu tuberosum_Razor-billed Curassow,exact
Mitu mitu,Alagoas Curassow,Galliformes,Cracidae,Mitu mitu,exact,,none
Ortalis vetula,Plain Chachalaca,Galliformes,Cracidae,Ortalis vetula,exact,Ortalis vetula_Plain Chachalaca,exact
Ortalis cinereiceps,Grey-headed Chachalaca,Galliformes,Cracidae,Ortalis cinereiceps,exact,Ortalis cinereiceps_Grey-headed Chachalaca,exact
Ortalis garrula,Chestnut-winged Chachalaca,Galliformes,Cracidae,Ortalis garrula,exact,Ortalis garrula_Chestnut-winged Chachalaca,exact
Ortalis ruficauda,Rufous-vented Chachalaca,Galliformes,Cracidae,Ortalis ruficauda,exact,Ortalis ruficauda_Rufous-vented Chachalaca,exact
Ortalis erythroptera,Rufous-headed Chachalaca,Galliformes,Cracidae,Ortalis erythroptera,exact,Ortalis erythroptera_Rufous-headed Chachalaca,exact
Ortalis wagleri,Rufous-bellied Chachalaca,Galliformes,Cracidae,Ortalis wagleri,exact,Ortalis wagleri_Rufous-bellied Chachalaca,exact
Ortalis poliocephala,West Mexican Chachalaca,Galliformes,Cracidae,Ortalis poliocephala,exact,Ortalis poliocephala_West Mexican Chachalaca,exact
Ortalis canicollis,Chaco Chachalaca,Galliformes,Cracidae,Ortalis canicollis,exact,Ortalis canicollis_Chaco Chachalaca,exact
Ortalis leucogastra,White-bellied Chachalaca,Galliformes,Cracidae,Ortalis leucogastra,exact,Ortalis leucogastra_White-bellied Chachalaca,exact
Ortalis columbiana,Colombian Chachalaca,Galliformes,Cracidae,Ortalis columbiana,exact,Ortalis columbiana_Colombian Chachalaca,exact
Ortalis guttata,Speckled Chachalaca,Galliformes,Cracidae,Ortalis guttata,exact,Ortalis guttata_Speckled Chachalaca,exact
Ortalis araucuan,East Brazilian Chachalaca,Galliformes,Cracidae,Ortalis araucuan,exact,Ortalis araucuan_East Brazilian Chachalaca,exact
Ortalis squamata,Scaled Chachalaca,Galliformes,Cracidae,Ortalis squamata,exact,Ortalis squamata_Scaled Chachalaca,exact
Ortalis motmot,Little Chachalaca,Galliformes,Cracidae,Ortalis motmot,exact,Ortalis motmot_Little Chachalaca,exact
Ortalis ruficeps,Chestnut-headed Chachalaca,Galliformes,Cracidae,Ortalis ruficeps,exact,Ortalis ruficeps_Chestnut-headed Chachalaca,exact
Ortalis superciliaris,Buff-browed Chachalaca,Galliformes,Cracidae,Ortalis superciliaris,exact,Ortalis superciliaris_Buff-browed Chachalaca,exact
Numida meleagris,Helmeted Guineafowl,Galliformes,Numididae,Numida meleagris,exact,Numida meleagris_Helmeted Guineafowl,exact
Agelastes meleagrides,White-breasted Guineafowl,Galliformes,Numididae,Agelastes meleagrides,exact,Agelastes meleagrides_White-breasted Guineafowl,exact
Agelastes niger,Black Guineafowl,Galliformes,Numididae,Agelastes niger,exact,Agelastes niger_Black Guineafowl,exact
Acryllium vulturinum,Vulturine Guineafowl,Galliformes,Numididae,Acryllium vulturinum,exact,Acryllium vulturinum_Vulturine Guineafowl,exact
Guttera plumifera,Plumed Guineafowl,Galliformes,Numididae,Guttera plumifera,exact,Guttera plumifera_Plumed Guineafowl,exact
Guttera pucherani,Eastern Crested Guineafowl,Galliformes,Numididae,Guttera pucherani,exact,Guttera pucherani_Eastern Crested Guineafowl,exact
Guttera verreauxi,Western Crested Guineafowl,Galliformes,Numididae,,none,Guttera verreauxi_Western Crested Guineafowl,exact
Guttera edouardi,Southern Crested Guineafowl,Galliformes,Numididae,,none,Guttera edouardi_Southern Crested Guineafowl,exact
Ptilopachus nahani,Nahan's Partridge,Galliformes,Odontophoridae,Ptilopachus nahani,exact,Ptilopachus nahani_Nahan's Partridge,exact
Ptilopachus petrosus,Stone Partridge,Galliformes,Odontophoridae,Ptilopachus petrosus,exact,Ptilopachus petrosus_Stone Partridge,exact
Rhynchortyx cinctus,Tawny-faced Quail,Galliformes,Odontophoridae,Rhynchortyx cinctus,exact,Rhynchortyx cinctus_Tawny-faced Quail,exact
Oreortyx pictus,Mountain Quail,Galliformes,Odontophoridae,Oreortyx pictus,exact,Oreortyx pictus_Mountain Quail,exact
Dendrortyx leucophrys,Buffy-crowned Wood Partridge,Galliformes,Odontophoridae,Dendrortyx leucophrys,exact,Dendrortyx leucophrys_Buffy-crowned Wood Partridge,exact
Dendrortyx macroura,Long-tailed Wood Partridge,Galliformes,Odontophoridae,Dendrortyx macroura,exact,Dendrortyx macroura_Long-tailed Wood Partridge,exact
Dendrortyx barbatus,Bearded Wood Partridge,Galliformes,Odontophoridae,Dendrortyx barbatus,exact,Dendrortyx barbatus_Bearded Wood Partridge,exact
Philortyx fasciatus,Banded Quail,Galliformes,Odontophoridae,Philortyx fasciatus,exact,Philortyx fasciatus_Banded Quail,exact
Colinus virginianus,Northern Bobwhite,Galliformes,Odontophoridae,Colinus virginianus,exact,Colinus virginianus_Northern Bobwhite,exact
Colinus nigrogularis,Yucatan Bobwhite,Galliformes,Odontophoridae,Colinus nigrogularis,exact,Colinus nigrogularis_Yucatan Bobwhite,exact
Colinus leucopogon,Spot-bellied Bobwhite,Galliformes,Odontophoridae,Colinus leucopogon,exact,Colinus leucopogon_Spot-bellied Bobwhite,exact
Colinus cristatus,Crested Bobwhite,Galliformes,Odontophoridae,Colinus cristatus,exact,Colinus cristatus_Crested Bobwhite,exact
Callipepla gambelii,Gambel's Quail,Galliformes,Odontophoridae,Callipepla gambelii,exact,Callipepla gambelii_Gambel's Quail,exact
Callipepla californica,California Quail,Galliformes,Odontophoridae,Callipepla californica,exact,Callipepla californica_California Quail,exact
Callipepla squamata,Scaled Quail,Galliformes,Odontophoridae,Callipepla squamata,exact,Callipepla squamata_Scaled Quail,exact
Callipepla douglasii,Elegant Quail,Galliformes,Odontophoridae,Callipepla douglasii,exact,Callipepla douglasii_Elegant Quail,exact
Cyrtonyx ocellatus,Ocellated Quail,Galliformes,Odontophoridae,Cyrtonyx ocellatus,exact,Cyrtonyx ocellatus_Ocellated Quail,exact
Cyrtonyx montezumae,Montezuma Quail,Galliformes,Odontophoridae,Cyrtonyx montezumae,exact,Cyrtonyx montezumae_Montezuma Quail,exact
Dactylortyx thoracicus,Singing Quail,Galliformes,Odontophoridae,Dactylortyx thoracicus,exact,Dactylortyx thoracicus_Singing Quail,exact
Odontophorus gujanensis,Marbled Wood Quail,Galliformes,Odontophoridae,Odontophorus gujanensis,exact,Odontophorus gujanensis_Marbled Wood Quail,exact
Odontophorus capueira,Spot-winged Wood Quail,Galliformes,Odontophoridae,Odontophorus capueira,exact,Odontophorus capueira_Spot-winged Wood Quail,exact
Odontophorus melanotis,Black-eared Wood Quail,Galliformes,Odontophoridae,Odontophorus melanotis,exact,Odontophorus melanotis_Black-eared Wood Quail,exact
Odontophorus atrifrons,Black-fronted Wood Quail,Galliformes,Odontophoridae,Odontophorus atrifrons,exact,Odontophorus atrifrons_Black-fronted Wood Quail,exact
Odontophorus erythrops,Rufous-fronted Wood Quail,Galliformes,Odontophoridae,Odontophorus erythrops,exact,Odontophorus erythrops_Rufous-fronted Wood Quail,exact
Odontophorus hyperythrus,Chestnut Wood Quail,Galliformes,Odontophoridae,Odontophorus hyperythrus,exact,Odontophorus hyperythrus_Chestnut Wood Quail,exact
Odontophorus melanonotus,Dark-backed Wood Quail,Galliformes,Odontophoridae,Odontophorus melanonotus,exact,Odontophorus melanonotus_Dark-backed Wood Quail,exact
Odontophorus speciosus,Rufous-breasted Wood Quail,Galliformes,Odontophoridae,Odontophorus speciosus,exact,Odontophorus speciosus_Rufous-breasted Wood Quail,exact
Odontophorus dialeucos,Tacarcuna Wood Quail,Galliformes,Odontophoridae,Odontophorus dialeucos,exact,,none
Odontophorus strophium,Gorgeted Wood Quail,Galliformes,Odontophoridae,,none,Odontophorus strophium_Gorgeted Wood Quail,exact
Odontophorus columbianus,Venezuelan Wood Quail,Galliformes,Odontophoridae,Odontophorus columbianus,exact,Odontophorus columbianus_Venezuelan Wood Quail,exact
Odontophorus leucolaemus,Black-breasted Wood Quail,Galliformes,Odontophoridae,Odontophorus leucolaemus,exact,Odontophorus leucolaemus_Black-breasted Wood Quail,exact
Odontophorus balliviani,Stripe-faced Wood Quail,Galliformes,Odontophoridae,Odontophorus balliviani,exact,Odontophorus balliviani_Stripe-faced Wood Quail,exact
Odontophorus stellatus,Starred Wood Quail,Galliformes,Odontophoridae,Odontophorus stellatus,exact,Odontophorus stellatus_Starred Wood Quail,exact
Odontophorus guttatus,Spotted Wood Quail,Galliformes,Odontophoridae,Odontophorus guttatus,exact,Odontophorus guttatus_Spotted Wood Quail,exact
Xenoperdix udzungwensis,Udzungwa Forest Partridge,Galliformes,Phasianidae,Xenoperdix udzungwensis,exact,,none
Caloperdix oculeus,Ferruginous Partridge,Galliformes,Phasianidae,Caloperdix oculeus,exact,Caloperdix oculeus_Ferruginous Partridge,exact
Rollulus rouloul,Crested Partridge,Galliformes,Phasianidae,Rollulus rouloul,exact,Rollulus rouloul_Crested Partridge,exact
Melanoperdix niger,Black Partridge,Galliformes,Phasianidae,Melanoperdix niger,exact,Melanoperdix niger_Black Partridge,exact
Arborophila torqueola,Hill Partridge,Galliformes,Phasianidae,Arborophila torqueola,exact,Arborophila torqueola_Hill Partridge,exact
Arborophila rufipectus,Sichuan Partridge,Galliformes,Phasianidae,Arborophila rufipectus,exact,Arborophila rufipectus_Sichuan Partridge,exact
Arborophila mandellii,Chestnut-breasted Partridge,Galliformes,Phasianidae,Arborophila mandellii,exact,Arborophila mandellii_Chestnut-breasted Partridge,exact
Arborophila gingica,White-necklaced Partridge,Galliformes,Phasianidae,Arborophila gingica,exact,Arborophila gingica_White-necklaced Partridge,exact
